Window,Analysis_Level,Entity,Sector,Date,Daily_Return,Index_Return,Abnormal_Return,Cumulative_Abnormal_Return,Event_Day
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-10,0.00036822517440116,0.001287711552611981,-0.0009194863782108209,-0.0009194863782108209,-20
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-13,-0.008198845779758416,-0.01555897483005697,0.007360129050298555,0.006440642672087734,-19
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-14,-0.004012296624158529,0.0011780761200470558,-0.005190372744205585,0.0012502699278821496,-18
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-17,-0.021871380593912377,-0.007339748817484892,-0.014531631776427485,-0.013281361848545335,-17
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-18,0.010824295767404846,0.018485047650345088,-0.007660751882940242,-0.02094211373148558,-16
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-19,-0.005670313922988317,-0.002166422752048258,-0.0035038911709400584,-0.024446004902425638,-15
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-20,0.0006047034822787382,0.004654063355314042,-0.0040493598730353035,-0.02849536477546094,-14
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-21,0.0005002891639094657,-0.0007356829206611737,0.0012359720845706392,-0.0272593926908903,-13
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-24,0.004779535139725215,0.001829057862648087,0.0029504772770771277,-0.02430891541381317,-12
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-25,-0.00438657055117377,-0.002020921126663522,-0.002365649424510248,-0.02667456483832342,-11
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-26,-0.000924613120532658,-0.008755882319100516,0.007831269198567858,-0.01884329563975556,-10
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-27,-0.012281809963534304,0.0,-0.012281809963534304,-0.031125105603289863,-9
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-28,0.010726533410239861,0.0026464852818273155,0.008080048128412546,-0.02304505747487732,-8
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-10-30,-0.0013839250191938768,-0.0014239407270200122,4.0015707826135394e-05,-0.023005041767051183,-7
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-01,0.009916852091410596,5.796630998067265e-05,0.009858885781429924,-0.01314615598562126,-6
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-02,-0.00850962942197083,-0.013006885998469886,0.004497256576499057,-0.008648899409122203,-5
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-03,-1.8920652486912697e-05,-0.003417899929527901,0.0033989792770409886,-0.005249920132081214,-4
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-04,-0.010400917460209954,-0.006034249077773279,-0.004366668382436675,-0.009616588514517889,-3
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-07,0.0038722579843919283,0.0075056025232103085,-0.0036333445388183803,-0.01324993305333627,-2
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-08,0.015387111627299629,0.005472519712839796,0.009914591914459833,-0.0033353411388764367,-1
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-09,-0.03456173543003479,-0.013050857376953218,-0.02151087805308157,-0.024846219191958008,0
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-10,-0.013105956796300333,0.011112428842504851,-0.024218385638805184,-0.04906460483076319,1
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-11,-0.04837097112208064,-0.026906881546383432,-0.02146408957569721,-0.0705286944064604,2
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-15,-0.04595361898068456,-0.022648650603280918,-0.023304968377403645,-0.09383366278386404,3
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-16,0.015011841812155202,0.0003946524591782463,0.014617189352976956,-0.07921647343088709,4
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-17,-0.005490745058834364,-0.003907983628384182,-0.0015827614304501818,-0.08079923486133726,5
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-18,0.01415521311678869,-0.0007178306662209977,0.014873043783009687,-0.06592619107832758,6
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-21,-0.030743882683678152,-0.01795865793091489,-0.012785224752763263,-0.07871141583109084,7
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-22,0.022176651693715115,0.009231816977967267,0.012944834715747849,-0.06576658111534299,8
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-23,0.0002510869132103151,0.0038738862577010202,-0.003622799344490705,-0.0693893804598337,9
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-24,-0.01293409287073031,-0.008439869045099746,-0.004494223825630564,-0.07388360428546427,10
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-25,5.44810396902092e-05,0.0186805599146318,-0.018626078874941592,-0.09250968316040586,11
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-28,0.004827004264618906,0.001552814167580685,0.003274190097038221,-0.08923549306336764,12
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-29,0.025528171382364368,0.0018703318608572772,0.02365783952150709,-0.06557765354186056,13
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-11-30,0.009531761726518817,0.010120239250316132,-0.000588477523797315,-0.06616613106565787,14
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-01,-0.0016039372616503862,-0.003842178855857581,0.002238241594207195,-0.06392788947145067,15
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-02,-0.00941665851108888,-0.012950237400676134,0.0035335788895872553,-0.06039431058186342,16
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-05,0.016603957273060337,0.00518128307859711,0.011422674194463227,-0.048971636387400194,17
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-06,-0.006320023727085382,0.0017715009780161495,-0.008091524705101532,-0.05706316109250173,18
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-07,0.008341456599271824,-0.00504721788999285,0.013388674489264674,-0.043674486603237056,19
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-08,0.02225612206043272,0.017872130338187908,0.004383991722244813,-0.03929049488099225,20
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-09,-0.010308065275600575,0.0018067614104866347,-0.01211482668608721,-0.05140532156707946,21
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-12,-0.02169439731569091,-0.01100257816187955,-0.010691819153811361,-0.062097140720890814,22
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-13,0.008148994997167425,0.006241738875018221,0.0019072561221492035,-0.06018988459874161,23
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-14,-0.006470106333084591,-0.0047921379746527215,-0.0016779683584318694,-0.06186785295717348,24
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-15,-0.0013579475826109115,-0.0035197497066874472,0.0021618021240765355,-0.05970605083309694,25
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-16,0.0029924118955836168,-0.0017415620094192175,0.004733973905002834,-0.05497207692809411,26
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-19,-0.006805698713750567,-0.004312357176204595,-0.0024933415375459718,-0.05746541846564008,27
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-20,-0.009091210942429873,-0.0027022691657515585,-0.006388941776678314,-0.06385436024231839,28
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-21,0.00010963595795019747,-0.002610610709690153,0.0027202466676403505,-0.06113411357467804,29
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-22,-0.004922584235299399,-0.010196866510364333,0.005274282275064934,-0.055859831299613104,30
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-23,0.00345219245437924,0.0008271609580026151,0.002625031496376625,-0.05323479980323648,31
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-26,-0.01510958628741299,-0.009704847414753859,-0.005404738872659132,-0.05863953867589561,32
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-27,0.014988766144402884,0.015755797779519964,-0.0007670316351170801,-0.05940657031101269,33
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-28,-0.00046872740134334956,0.00024897918534017016,-0.0007177065866835197,-0.060124276897696206,34
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-29,0.013425756248023705,0.008562752028675291,0.004863004219348413,-0.055261272678347795,35
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2016-12-30,0.003530027119486523,0.010143639863764209,-0.006613612744277686,-0.06187488542262548,36
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2017-01-02,0.018906997807301873,-0.000769625448948208,0.01967662325625008,-0.0421982621663754,37
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2017-01-03,-0.0029899243088327885,0.001552662143162964,-0.004542586451995753,-0.046740848618371154,38
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2017-01-04,0.004552307856602859,-0.00020751446497901949,0.004759822321581879,-0.04198102629678928,39
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2017-01-05,0.01717260938407905,0.0101703192723277,0.0070022901117513525,-0.034978736185037926,40
Wide_2016-10-08_to_2017-01-08,Sector,Automobile and Auto Components,Automobile and Auto Components,2017-01-06,-0.001241231901947563,-0.0036259034542773794,0.002384671552329816,-0.03259406463270811,41
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-10,-0.0019339482296936161,0.001287711552611981,-0.003221659782305597,-0.003221659782305597,-20
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-13,-0.0023103294082574832,-0.01555897483005697,0.013248645421799488,0.01002698563949389,-19
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-14,0.02091581384925667,0.0011780761200470558,0.019737737729209615,0.029764723368703505,-18
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-17,0.005121826296919485,-0.007339748817484892,0.012461575114404377,0.04222629848310788,-17
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-18,0.00837155128485123,0.018485047650345088,-0.010113496365493857,0.032112802117614025,-16
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-19,0.025483684666474105,-0.002166422752048258,0.027650107418522363,0.05976290953613639,-15
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-20,0.006617388243576272,0.004654063355314042,0.00196332488826223,0.06172623442439862,-14
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-21,0.0047555773130987244,-0.0007356829206611737,0.005491260233759898,0.06721749465815852,-13
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-24,0.004315445117282657,0.001829057862648087,0.00248638725463457,0.06970388191279309,-12
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-25,-0.011851133134659464,-0.002020921126663522,-0.009830212007995942,0.059873669904797144,-11
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-26,-0.019287417590124867,-0.008755882319100516,-0.01053153527102435,0.049342134633772794,-10
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-27,0.010512765500965582,0.0,0.010512765500965582,0.059854900134738376,-9
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-28,-0.012314225053078665,0.0026464852818273155,-0.01496071033490598,0.044894189799832396,-8
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-10-30,-0.0022929206076238717,-0.0014239407270200122,-0.0008689798806038596,0.044025209919228536,-7
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-01,0.014435507038207396,5.796630998067265e-05,0.014377540728226723,0.05840275064745526,-6
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-02,-0.03695575221238945,-0.013006885998469886,-0.023948866213919562,0.0344538844335357,-5
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-03,-0.015878850253620458,-0.003417899929527901,-0.012460950324092557,0.02199293410944314,-4
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-04,0.0046313587809068135,-0.006034249077773279,0.010665607858680093,0.032658541968123234,-3
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-07,-0.006097107591642503,0.0075056025232103085,-0.013602710114852812,0.019055831853270422,-2
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-08,0.024014363731577726,0.005472519712839796,0.01854184401873793,0.03759767587200835,-1
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-09,-0.03389830508474567,-0.013050857376953218,-0.020847447707792455,0.016750228164215897,0
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-10,0.049984875983061006,0.011112428842504851,0.038872447140556154,0.05562267530477205,1
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-11,-0.06791501620453722,-0.026906881546383432,-0.04100813465815378,0.014614540646618268,2
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-15,-0.07224540256529133,-0.022648650603280918,-0.04959675196201041,-0.03498221131539214,3
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-16,0.03389689347880398,0.0003946524591782463,0.033502241019625734,-0.0014799702957664085,4
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-17,-0.005799903334944401,-0.003907983628384182,-0.001891919706560219,-0.0033718900023266274,5
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-18,0.010533138875384873,-0.0007178306662209977,0.01125096954160587,0.007879079539279243,6
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-21,-0.02365298268120586,-0.01795865793091489,-0.005694324750290969,0.0021847547889882746,7
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-22,-0.004352467767101853,0.009231816977967267,-0.01358428474506912,-0.011399529956080845,8
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-23,0.008000659848234726,0.0038738862577010202,0.0041267735905337055,-0.0072727563655471394,9
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-24,-0.002945749120366492,-0.008439869045099746,0.005494119924733254,-0.0017786364408138855,10
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-25,0.03192449733278635,0.0186805599146318,0.01324393741815455,0.011465300977340664,11
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-28,-7.952918721176871e-05,0.001552814167580685,-0.0016323433547924537,0.00983295762254821,12
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-29,-0.005090272806808183,0.0018703318608572772,-0.00696060466766546,0.002872352954882751,13
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-11-30,0.013590215045167442,0.010120239250316132,0.00346997579485131,0.006342328749734061,14
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-01,0.026106159791781547,-0.003842178855857581,0.029948338647639128,0.03629066739737319,15
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-02,0.0026133743274405763,-0.012950237400676134,0.01556361172811671,0.0518542791254899,16
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-05,0.017555964428089377,0.00518128307859711,0.012374681349492267,0.06422896047498217,17
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-06,0.013410683342123031,0.0017715009780161495,0.011639182364106881,0.07586814283908905,18
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-07,-0.0005204074046537555,-0.00504721788999285,0.0045268104853390945,0.08039495332442814,19
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-08,0.04157988693841119,0.017872130338187908,0.023707756600223284,0.10410270992465143,20
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-09,-0.006641433978433198,0.0018067614104866347,-0.008448195388919832,0.0956545145357316,21
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-12,7.18907260963686e-05,-0.01100257816187955,0.011074468887975919,0.10672898342370751,22
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-13,-0.025159945366975744,0.006241738875018221,-0.031401684241993966,0.07532729918171355,23
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-14,-0.0397463313914902,-0.0047921379746527215,-0.034954193416837476,0.04037310576487607,24
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-15,-0.009599139917063404,-0.0035197497066874472,-0.006079390210375957,0.034293715554500115,25
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-16,0.028766379778242923,-0.0017415620094192175,0.03050794178766214,0.06480165734216226,26
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-19,-0.03376545070847148,-0.004312357176204595,-0.029453093532266883,0.03534856380989537,27
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-20,-0.010452418096723926,-0.0027022691657515585,-0.007750148930972367,0.027598414878923005,28
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-21,-0.005044931420463361,-0.002610610709690153,-0.002434320710773208,0.025164094168149798,29
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-22,-0.01925209950879414,-0.010196866510364333,-0.009055232998429807,0.01610886116971999,30
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-23,0.013005897083770757,0.0008271609580026151,0.012178736125768141,0.02828759729548813,31
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-26,-0.023444976076555046,-0.009704847414753859,-0.013740128661801188,0.014547468633686944,32
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-27,0.039441450269475986,0.015755797779519964,0.02368565248995602,0.038233121123642966,33
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-28,-0.008091758975567798,0.00024897918534017016,-0.008340738160907968,0.029892382962734998,34
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-29,0.010613020750831703,0.008562752028675291,0.002050268722156412,0.03194265168489141,35
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2016-12-30,0.014106583072100332,0.010143639863764209,0.003962943208336123,0.03590559489322753,36
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2017-01-02,0.01800618238021645,-0.000769625448948208,0.01877580782916466,0.05468140272239219,37
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2017-01-03,-0.005541638199347165,0.001552662143162964,-0.007094300342510129,0.04758710237988206,38
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2017-01-04,0.01916030534351143,-0.00020751446497901949,0.01936781980849045,0.06695492218837251,39
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2017-01-05,0.010561006666167438,0.0101703192723277,0.00039068739383973927,0.06734560958221225,40
Wide_2016-10-08_to_2017-01-08,Sector,Chemicals,Chemicals,2017-01-06,-0.0217906907797214,-0.0036259034542773794,-0.01816478732544402,0.04918082225676823,41
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-10,-0.00477023919832531,0.001287711552611981,-0.006057950750937291,-0.006057950750937291,-20
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-13,-0.007999999999999896,-0.01555897483005697,0.007558974830057075,0.0015010240791197837,-19
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-14,0.025340656284760676,0.0011780761200470558,0.02416258016471362,0.025663604243833404,-18
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-17,-0.018239142963691113,-0.007339748817484892,-0.01089939414620622,0.014764210097627184,-17
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-18,0.027832452778065564,0.018485047650345088,0.009347405127720476,0.02411161522534766,-16
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-19,0.0018814043339492326,-0.002166422752048258,0.004047827085997491,0.02815944231134515,-15
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-20,0.00845042084437142,0.004654063355314042,0.003796357489057378,0.03195579980040253,-14
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-21,0.004788348352342542,-0.0007356829206611737,0.0055240312730037155,0.037479831073406245,-13
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-24,-0.012046199159413407,0.001829057862648087,-0.013875257022061493,0.02360457405134475,-12
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-25,-0.005728067530901493,-0.002020921126663522,-0.003707146404237971,0.01989742764710678,-11
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-26,-0.0012128562765312267,-0.008755882319100516,0.00754302604256929,0.02744045368967607,-10
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-27,-0.004722390879039362,0.0,-0.004722390879039362,0.022718062810636708,-9
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-28,0.0036602724869518877,0.0026464852818273155,0.0010137872051245722,0.02373185001576128,-8
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-10-30,-0.0036806915648004424,-0.0014239407270200122,-0.00225675083778043,0.02147509917798085,-7
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-01,-0.008201999661074377,5.796630998067265e-05,-0.00825996597105505,0.0132151332069258,-6
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-02,-0.009910125414345772,-0.013006885998469886,0.003096760584124114,0.016311893791049914,-5
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-03,-0.003071825492700131,-0.003417899929527901,0.00034607443682777017,0.016657968227877684,-4
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-04,-0.016895166874394185,-0.006034249077773279,-0.010860917796620906,0.005797050431256778,-3
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-07,-0.015354275250035188,0.0075056025232103085,-0.022859877773245496,-0.017062827341988718,-2
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-08,-0.0005722460658083017,0.005472519712839796,-0.006044765778648098,-0.023107593120636816,-1
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-09,-0.004831090752934419,-0.013050857376953218,0.008219766624018798,-0.014887826496618017,0
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-10,0.015570498759394313,0.011112428842504851,0.004458069916889462,-0.010429756579728555,1
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-11,-0.016500247857800354,-0.026906881546383432,0.010406633688583078,-2.3122891145477276e-05,2
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-15,-0.013320852534562166,-0.022648650603280918,0.009327798068718751,0.009304675177573274,3
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-16,0.003831277822374579,0.0003946524591782463,0.003436625363196333,0.012741300540769607,4
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-17,-0.003307767801970063,-0.003907983628384182,0.0006002158264141189,0.013341516367183726,5
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-18,-0.00040116703136394705,-0.0007178306662209977,0.0003166636348570506,0.013658180002040776,6
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-21,-0.01645444926848838,-0.01795865793091489,0.0015042086624265094,0.015162388664467286,7
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-22,-0.013613769567475398,0.009231816977967267,-0.022845586545442664,-0.007683197880975379,8
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-23,0.02083411680643832,0.0038738862577010202,0.0169602305487373,0.00927703266776192,9
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-24,-0.005599557929637067,-0.008439869045099746,0.0028403111154626792,0.012117343783224599,10
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-25,0.015596636164931565,0.0186805599146318,-0.0030839237497002348,0.009033420033524364,11
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-28,-0.010031370832421338,0.001552814167580685,-0.011584185000002023,-0.002550764966477659,12
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-29,-0.0033162607317882564,0.0018703318608572772,-0.005186592592645534,-0.0077373575591231925,13
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-11-30,0.022403785722207914,0.010120239250316132,0.012283546471891782,0.0045461889127685895,14
Wide_2016-10-08_to_2017-01-08,Sector,Construction,Construction,2016-12-01,0.004049900560477271,-0.003842178855857581,0.007892079416334852,0.012438268329103441,15
