Window,Window_Start,Window_End,Policy_Announcement_Date,Market_Response_Day_Zero,Analysis_Level,Entity,Sector,Event_Observations,Event_Cumulative_Return,Event_Mean_Daily_Return,Event_Daily_Volatility,Event_Mean_Abnormal_Return,Event_Cumulative_Abnormal_Return,Baseline_Observations,Baseline_Cumulative_Return,Baseline_Mean_Daily_Return,Baseline_Daily_Volatility,Baseline_Mean_Abnormal_Return,Baseline_Cumulative_Abnormal_Return,Volatility_Change
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,COALINDIA,Oil Gas & Consumable Fuels,62,-0.039523212045169065,-0.0005392027575755492,0.015017261420296203,0.0002838457848360289,0.017598438659833793,247,-0.07927797833935057,-0.00019718696224711992,0.0165947689636226,-0.00048793557880816724,-0.1205200879656173,-0.0015775075433263983
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,DRREDDY,Healthcare,62,0.034328651409488264,0.000655194472286028,0.014985620351318537,0.0014782430146976062,0.09165106691125158,247,-0.2720143962055045,-0.0010712764882368517,0.02036402841341783,-0.001362025104797899,-0.33642020088508107,-0.005378408062099294
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,EICHERMOT,Automobile and Auto Components,62,-0.11982355983719806,-0.0017515426472325187,0.024822872920859513,-0.0009284941048209406,-0.05756663449889832,247,0.36525303817722743,0.001426223449852898,0.018233935427078067,0.0011354748332918507,0.28046228382308713,0.006588937493781446
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,GAIL,Oil Gas & Consumable Fuels,62,0.06883226663446607,0.0011823714307987972,0.014889288070858233,0.0020054199732103756,0.12433603833904328,247,0.32263216738539935,0.0013264472125135043,0.019841625554277275,0.0010356985959524571,0.2558175532002569,-0.004952337483419042
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,GRASIM,Construction Materials,62,-0.16556905214888518,-0.002738103700925159,0.018774170619767095,-0.001915055158513581,-0.11873341982784202,246,0.37478600064937595,0.0013825396558275293,0.013249125156848004,0.0010746165682608889,0.26435567579217867,0.005525045462919091
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,HCLTECH,Information Technology,62,0.00973281259686165,0.00029162810331971557,0.01661288727568069,0.0011146766457312937,0.0691099520353402,247,-0.013032305433185676,5.159048667733645e-05,0.014461377369816458,-0.00023915812988371086,-0.05907205808127658,0.002151509905864232
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,HDFC,Financial Services,62,-0.12919427228040237,-0.0020812644929918715,0.017292375152023226,-0.0012582159505802935,-0.0780093889359782,247,0.09882969979255618,0.0004862691831129607,0.014480443491111392,0.00019552056655191343,0.04829357993832262,0.002811931660911834
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,HDFCBANK,Financial Services,62,-0.06789786037794854,-0.0010884955713492558,0.009564917000044618,-0.0002654470289376777,-0.01645771579413602,247,0.17729257641921525,0.0007049543847004841,0.009395123707640684,0.00041420576813943683,0.1023088247304409,0.00016979329240393408
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,HEROMOTOCO,Automobile and Auto Components,62,-0.1170485291577914,-0.0018758255708475264,0.0161791047902891,-0.0010527770284359482,-0.0652721757630288,247,0.36739151825248406,0.0013802410621679049,0.015123100860429685,0.0010894924456068577,0.2691046340648938,0.0010560039298594167
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,HINDALCO,Metals & Mining,62,0.017405063291138667,0.0006300962989319306,0.02689252523742292,0.0014531448413435085,0.09009498016329753,247,0.9291819291819299,0.0030511399798377756,0.027944341188584007,0.0027603913632767286,0.6818166667293519,-0.0010518159511610885
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,HINDUNILVR,Fast Moving Consumer Goods,62,-0.04958677685950452,-0.0007616701408524526,0.01088151199452764,6.137840155912548e-05,0.00380546089666578,247,0.06520551271932495,0.00034027491904674653,0.013045493327445559,4.952630248569925e-05,0.012232996713967714,-0.0021639813329179178
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,ICICIBANK,Financial Services,62,0.030127693535514366,0.0007101440741081286,0.021768560846077475,0.0015331926165197067,0.09505794222422181,247,-0.11448763250883365,-0.000263491155977598,0.021479489561291785,-0.0005542397725386454,-0.1368972238170454,0.00028907128478568994
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,INDUSINDBK,Financial Services,62,-0.06290699103083974,-0.0008915971223428583,0.017607682709409444,-6.854857993128024e-05,-0.0042500119557393745,247,0.2873411715084109,0.001114307386871299,0.013550180508216002,0.0008235587703102517,0.20341901626663217,0.004057502201193441
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,INFY,Information Technology,62,-0.039800503678831034,-0.0005707544050583681,0.013118262670048461,0.00025229413735321004,0.015642236515899022,247,-0.10646840804800439,-0.0003388567018986953,0.015264118771214275,-0.0006296053184597426,-0.15551251365955643,-0.0021458561011658134
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,IOC,Oil Gas & Consumable Fuels,61,0.07897599219468843,0.0014780434454129679,0.02159605381234082,0.0026176181549189175,0.15967470745005397,247,0.6107062075898475,0.00208213537234214,0.017453091255521566,0.0017913867557810925,0.44247252867792985,0.004142962556819254
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,ITC,Fast Moving Consumer Goods,62,0.015693659761456535,0.00037798733643474463,0.01607488456096993,0.0012010358788463228,0.07446422448847201,246,0.004572055079660631,0.00015051548224037376,0.016335689448681818,-0.00012150111255459158,-0.02988927368842953,-0.00026080488771188653
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,JSWSTEEL,Metals & Mining,61,-0.002823224354474574,0.00016007706116198694,0.020629381876493765,0.0009932163261544267,0.060586195895420025,247,0.9366154854925965,0.0028284298823737456,0.017319755897877192,0.002537681265812698,0.6268072726557364,0.0033096259786165733
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,KOTAKBANK,Financial Services,62,-0.08407334057369231,-0.0013357324366757887,0.012705065837701078,-0.0005126838942642105,-0.03178640144438105,247,0.1849356548069645,0.00077333449474716,0.013140085358040463,0.00048258587818611275,0.11919871191196985,-0.00043501952033938446
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,LT,Construction,62,-0.04530011325028349,-0.0006853654025773518,0.011247772052077531,0.0001376831398342262,0.008536354669722024,247,-0.056837675999351744,-5.477768699056251e-05,0.019353318222337414,-0.0003455263035516098,-0.08534499697724762,-0.008105546170259883
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,M&M,Automobile and Auto Components,62,-0.1117540029112083,-0.0017663801163145469,0.016984319933236767,-0.0009433315739029688,-0.05848655758198407,247,0.06689443646387194,0.0003827901812813668,0.015590431799151643,9.20415647203195e-05,0.02273426648591892,0.0013938881340851243
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,MARUTI,Automobile and Auto Components,62,-0.012007811675287416,-2.889742040095683e-05,0.018301467606460106,0.0007941511220106212,0.04923736956465852,247,0.3022797571313991,0.001215231107503589,0.01713305847974167,0.0009244824909425416,0.2283471752628078,0.0011684091267184366
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,NESTLEIND,Fast Moving Consumer Goods,62,-0.11861144347748476,-0.0019291940134615023,0.014626596393967156,-0.0011061454710499241,-0.0685810192050953,247,0.06158531293638525,0.00035672019299444723,0.01524775263255833,6.597157643339991e-05,0.01629497937904978,-0.000621156238591174
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,NTPC,Power,62,0.10586648685097844,0.0017086924871899558,0.013146451687401708,0.002531741029601534,0.1569679438352951,247,0.16086105675146856,0.000724084421131933,0.015518508034486577,0.0004333358045708857,0.10703394372900876,-0.0023720563470848686
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,ONGC,Oil Gas & Consumable Fuels,61,0.12037646205369668,0.0019748789958469073,0.01491982117721944,0.002753719322450684,0.16797687866949174,247,0.037245392822503165,0.0003340938082545995,0.019230557875540434,4.3345191693552246e-05,0.010706262348307405,-0.004310736698320994
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,POWERGRID,Power,62,0.06696807007629291,0.0011554404153755694,0.014911429458013836,0.0019784889577871474,0.12266631538280315,247,0.33496793662768876,0.001266097637835497,0.013856154837107924,0.0009753490212744497,0.24091120825478907,0.001055274620905912
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,RELIANCE,Oil Gas & Consumable Fuels,62,-0.03070333633904332,-0.0004335539528060478,0.011841573138419631,0.00038949458960553025,0.024148664555542876,247,0.2136134821623974,0.0008893725174158089,0.014534417815525448,0.0005986239008547616,0.1478601035111261,-0.0026928446771058174
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,SBIN,Financial Services,62,-0.0494781600309242,-0.0006153328222975068,0.020359445275533766,0.00020771572011407132,0.012878374647072421,247,0.06220488606035679,0.0005069903887708849,0.023082038753329683,0.00021624177220983752,0.05341171773582987,-0.0027225934777959163
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,SHREECEM,Construction Materials,62,-0.18931943881412738,-0.0031066362906958488,0.023535743425282103,-0.0022835877482842706,-0.14158244039362478,247,0.4123113264203051,0.0015882459718562108,0.019559662186067146,0.0012974973552951634,0.32048184675790536,0.003976081239214956
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,SUNPHARMA,Healthcare,62,-0.14703141640042616,-0.00235084885275156,0.020573094892381766,-0.0015278003103399815,-0.09472361924107886,247,-0.1889440725545245,-0.0007128213227618991,0.01642584195913991,-0.0010035699393229464,-0.24788177501276776,0.004147252933241856
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,TATAMOTORS,Automobile and Auto Components,62,-0.12011666961286938,-0.0017565255952797143,0.024733075323681894,-0.0009334770528681361,-0.05787557727782444,247,0.6572432986670591,0.0023575145932418764,0.025015491204786525,0.002066765976680829,0.5104911962401648,-0.00028241588110463137
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,TATASTEEL,Metals & Mining,62,0.03197638666830627,0.0008108392975985824,0.024913780374815175,0.0016338878400101605,0.10130104608062995,247,0.7168496621621618,0.002498084047937227,0.02495692827521569,0.0022073354313761795,0.5452118515499164,-4.314790040051489e-05
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,TCS,Information Technology,62,-0.03648956837570794,-0.00048050632436499066,0.015543328638547453,0.0003425422180465874,0.02123761751888842,247,-0.10782041862129899,-0.0003708037817759257,0.013497790582230048,-0.0006615523983369729,-0.16340344238923232,0.002045538056317405
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,TECHM,Information Technology,62,0.11911852293031489,0.0020093945408589395,0.01985429136308022,0.0028324430832705177,0.1756114711627721,247,-0.2587850962387427,-0.001075008213459665,0.01663749496790379,-0.0013657568300207124,-0.33734193701511594,0.0032167963951764272
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,TITAN,Consumer Durables,62,-0.10144194282823138,-0.001494520570036005,0.021523919704147507,-0.0006714720276244269,-0.04163126571271447,247,0.145299145299145,0.0006992149496238557,0.017347674977728975,0.00040846633306280836,0.10089118426651367,0.004176244726418532
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,ULTRACEMCO,Construction Materials,62,-0.1553547370294115,-0.0025300751187100857,0.019452683430084664,-0.0017070265762985076,-0.10583564773050746,247,0.42869075721808647,0.0015583527661768937,0.015089545673320078,0.0012676041496158465,0.3130982249551141,0.004363137756764586
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,UPL,Chemicals,62,-0.018298125557869915,-2.9809473754025968e-05,0.02320971651652641,0.0007932390686575521,0.04918082225676823,247,0.49743818222321234,0.0018705255830068468,0.021828160234776742,0.0015797769664457997,0.3902049107121125,0.0013815562817496678
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,VEDL,Metals & Mining,62,0.18347446753913244,0.0031061824565530483,0.028018297660047566,0.003929230998964627,0.24361232193580684,247,1.1471074380165303,0.003732968945355206,0.03592358521790507,0.0034422203287941587,0.8502284212121572,-0.007905287557857504
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,WIPRO,Information Technology,62,-0.014676590837614412,-0.00016382274149065367,0.012323121922704095,0.0006592258009209244,0.04087199965709731,247,-0.19003141716905825,-0.0007852982051378081,0.01160798007408154,-0.0010760468216988554,-0.2657835649596173,0.0007151418486225549
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Stock,ZEEL,Media,62,-0.1906675987416978,-0.0031621744549077705,0.022194909983324417,-0.0023391259124961924,-0.14502580657476394,247,0.43264897346018816,0.0016281898987290226,0.01863073167177132,0.0013374412821679752,0.33034799669548987,0.003564178311553097
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Automobile and Auto Components,Automobile and Auto Components,11,-0.1267033179065672,-0.012012843954432329,0.022177077089904712,-0.006150279897792364,-0.067653078875716,247,0.33872791969930294,0.0012541229904320344,0.012083937543988512,0.000963374373870987,0.2379534703461338,0.0100931395459162
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Chemicals,Chemicals,11,-0.12623008849557538,-0.011478440479347408,0.039326769028321516,-0.005615876422707444,-0.06177464064978189,247,0.49743818222321234,0.0018705255830068468,0.021828160234776742,0.0015797769664457997,0.3902049107121125,0.017498608793544774
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Construction,Construction,11,-0.06298055565048022,-0.0058510746784346986,0.009968409854003315,1.1489378205265975e-05,0.00012638316025792573,247,-0.056837675999351744,-5.477768699056251e-05,0.019353318222337414,-0.0003455263035516098,-0.08534499697724762,-0.009384908368334098
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Construction Materials,Construction Materials,11,-0.1677424760031342,-0.01624541543068049,0.025579773762105226,-0.010382851374040526,-0.11421136511444578,247,0.418839724133073,0.0014877429056312124,0.011891448471020293,0.0011969942890701656,0.29565758940033093,0.013688325291084933
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Consumer Durables,Consumer Durables,11,-0.14790210659745384,-0.014261066584974487,0.01992210650601471,-0.008398502528334522,-0.09238352781167974,247,0.26548145547035573,0.0010369623940390095,0.01295273187259845,0.0007462137774779622,0.18431480303705666,0.006969374633416261
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Fast Moving Consumer Goods,Fast Moving Consumer Goods,11,-0.0764061477055149,-0.007114027113449184,0.013636669255295813,-0.0012514630568092196,-0.013766093624901415,247,0.06558908133441599,0.00030252544880557576,0.009549383899962582,1.1776832244528469e-05,0.002908877564398532,0.004087285355333231
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Financial Services,Financial Services,11,-0.06362710952461792,-0.005826387545095721,0.016980633342939203,3.617651154424377e-05,0.0003979416269866815,247,0.2777917229478848,0.0010574895648630645,0.011390084574935035,0.0007667409483020174,0.1893850142305983,0.005590548768004168
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Healthcare,Healthcare,11,-0.05516849266956125,-0.004901171776439567,0.023037880209323108,0.0009613922802003973,0.01057531508220437,247,-0.19397537358736916,-0.0007990844432261592,0.012130960530939091,-0.0010898330597872063,-0.26918876576743994,0.010906919678384017
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Information Technology,Information Technology,11,-0.039312204845783016,-0.0035335848558049093,0.015191512742242685,0.002328979200835055,0.025618771209185605,247,-0.12900088228784878,-0.0005036752831189514,0.010536118714535124,-0.0007944238996799987,-0.1962227032209597,0.00465539402770756
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Media,Media,11,-0.09885147737312261,-0.009018336917582108,0.02948718192096321,-0.003155772860942142,-0.03471350147036356,247,0.43264897346018816,0.0016281898987290226,0.01863073167177132,0.0013374412821679752,0.33034799669548987,0.01085645024919189
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Metals & Mining,Metals & Mining,11,-0.0039387056715418645,5.066611375812385e-05,0.030206168919615157,0.005913230170398089,0.06504553187437898,247,0.9856390315662613,0.003027655713875989,0.02230467735840417,0.002736907097314941,0.6760160530367905,0.007901491561210987
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,11,-0.05718356165364302,-0.005249830539949999,0.013958738947045614,0.0006127335166899638,0.006740068683589602,247,0.28663804910671575,0.0010865589604173531,0.011486904417351203,0.0007958103438563059,0.19656515493250756,0.0024718345296944107
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Power,Power,11,0.03399321792869414,0.0031248890878269623,0.013372202093017174,0.008987453144466927,0.0988619845891362,247,0.2540452590175666,0.000995091029483715,0.012527907114505132,0.0007043424129226677,0.17397257599189891,0.0008442949785120411
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Services,Services,11,-0.1328854661641814,-0.012503155088890801,0.02862093994999568,-0.006640591032250837,-0.07304650135475921,247,-0.15164520743919818,-0.00036067779318858475,0.02469769967530922,-0.000651426409749632,-0.16090232320815911,0.0039232402746864625
"[-5,+5]",2016-11-02,2016-11-17,2016-11-08,2016-11-09,Sector,Telecommunication,Telecommunication,11,-0.06394707828004442,-0.005813151395870827,0.019642721602278226,4.941266076913758e-05,0.0005435392684605134,247,-0.06770757332554889,-0.00014063838702976894,0.016932960574393623,-0.00043138700359081627,-0.10655258988693161,0.0027097610278846024
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Automobile and Auto Components,Automobile and Auto Components,41,-0.09163795171341549,-0.002205933995834142,0.016559974286466692,-0.0009583047531949328,-0.03929049488099225,247,0.33872791969930294,0.0012541229904320344,0.012083937543988512,0.000963374373870987,0.2379534703461338,0.004476036742478181
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Chemicals,Chemicals,41,0.04157988693841075,0.001291461243327899,0.024499915962738192,0.002539090485967108,0.10410270992465143,247,0.49743818222321234,0.0018705255830068468,0.021828160234776742,0.0015797769664457997,0.3902049107121125,0.0026717557279614494
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Construction,Construction,41,-0.06177288170493189,-0.0014831025609809965,0.012081308547845825,-0.0002354733183417875,-0.009654406052013287,247,-0.056837675999351744,-5.477768699056251e-05,0.019353318222337414,-0.0003455263035516098,-0.08534499697724762,-0.007272009674491589
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Construction Materials,Construction Materials,41,-0.11123254174230257,-0.0027156642364590876,0.017675287295271742,-0.0014680349938198786,-0.06018943474661502,247,0.418839724133073,0.0014877429056312124,0.011891448471020293,0.0011969942890701656,0.29565758940033093,0.0057838388242514496
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Consumer Durables,Consumer Durables,41,-0.18924615634757924,-0.004929742401441079,0.0188373682349655,-0.0036821131588018704,-0.1509666395108767,247,0.26548145547035573,0.0010369623940390095,0.01295273187259845,0.0007462137774779622,0.18431480303705666,0.005884636362367048
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Fast Moving Consumer Goods,Fast Moving Consumer Goods,41,-0.05411023870853249,-0.0012998764532866731,0.010679170802870118,-5.224721064746409e-05,-0.0021421356365460276,247,0.06558908133441599,0.00030252544880557576,0.009549383899962582,1.1776832244528469e-05,0.002908877564398532,0.0011297869029075359
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Financial Services,Financial Services,41,-0.06361141363592882,-0.0015135630458105503,0.013409035653849776,-0.00026593380317134165,-0.010903285930025009,247,0.2777917229478848,0.0010574895648630645,0.011390084574935035,0.0007667409483020174,0.1893850142305983,0.002018951078914741
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Healthcare,Healthcare,41,-0.008094094496392978,-8.972960439931585e-05,0.014841216441598653,0.0011578996382398934,0.04747388516783563,247,-0.19397537358736916,-0.0007990844432261592,0.012130960530939091,-0.0010898330597872063,-0.26918876576743994,0.0027102559106595616
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Information Technology,Information Technology,41,-0.009334596017895436,-0.00014117462252891062,0.013444704801599844,0.0011064546201102982,0.04536463942452222,247,-0.12900088228784878,-0.0005036752831189514,0.010536118714535124,-0.0007944238996799987,-0.1962227032209597,0.0029085860870647195
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Media,Media,41,-0.2085809157637183,-0.005378873833023758,0.025145592485670522,-0.004131244590384549,-0.1693810282057665,247,0.43264897346018816,0.0016281898987290226,0.01863073167177132,0.0013374412821679752,0.33034799669548987,0.006514860813899202
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Metals & Mining,Metals & Mining,41,0.09340604017608323,0.002430181188141034,0.022716537155252653,0.003677810430780243,0.15079022766198996,247,0.9856390315662613,0.003027655713875989,0.02230467735840417,0.002736907097314941,0.6760160530367905,0.00041185979684848356
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,41,-0.0007451349800499107,3.6061093790780405e-05,0.010533332116900345,0.0012836903364299894,0.05263130379362957,247,0.28663804910671575,0.0010865589604173531,0.011486904417351203,0.0007958103438563059,0.19656515493250756,-0.0009535723004508584
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Power,Power,41,0.07605227071587661,0.001861577731183644,0.012151206757919721,0.003109206973822853,0.12747748592673697,247,0.2540452590175666,0.000995091029483715,0.012527907114505132,0.0007043424129226677,0.17397257599189891,-0.00037670035658541115
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Services,Services,41,0.07588532883642585,0.002219205601436895,0.030011869551332646,0.0034668348440761044,0.14214022860712028,247,-0.15164520743919818,-0.00036067779318858475,0.02469769967530922,-0.000651426409749632,-0.16090232320815911,0.005314169876023428
"[-20,+20]",2016-10-10,2016-12-08,2016-11-08,2016-11-09,Sector,Telecommunication,Telecommunication,41,0.04069494443574828,0.0011326179948927342,0.018125572961333963,0.002380247237531943,0.09759013673880967,247,-0.06770757332554889,-0.00014063838702976894,0.016932960574393623,-0.00043138700359081627,-0.10655258988693161,0.00119261238694034
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Automobile and Auto Components,Automobile and Auto Components,62,-0.08642221755119428,-0.001348759262293967,0.014736263384981222,-0.0005257107198823888,-0.03259406463270811,247,0.33872791969930294,0.0012541229904320344,0.012083937543988512,0.000963374373870987,0.2379534703461338,0.00265232584099271
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Chemicals,Chemicals,62,-0.018298125557869915,-2.9809473754025968e-05,0.02320971651652641,0.0007932390686575521,0.04918082225676823,247,0.49743818222321234,0.0018705255830068468,0.021828160234776742,0.0015797769664457997,0.3902049107121125,0.0013815562817496678
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Construction,Construction,62,-0.04530011325028349,-0.0006853654025773518,0.011247772052077531,0.0001376831398342262,0.008536354669722024,247,-0.056837675999351744,-5.477768699056251e-05,0.019353318222337414,-0.0003455263035516098,-0.08534499697724762,-0.008105546170259883
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Construction Materials,Construction Materials,62,-0.16654147953201381,-0.00279160503677703,0.016855478061727325,-0.0019685564943654533,-0.12205050265065812,247,0.418839724133073,0.0014877429056312124,0.011891448471020293,0.0011969942890701656,0.29565758940033093,0.004964029590707032
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Consumer Durables,Consumer Durables,62,-0.15670538147833957,-0.002594849280921462,0.017438047284733246,-0.001771800738509884,-0.1098516457876128,247,0.26548145547035573,0.0010369623940390095,0.01295273187259845,0.0007462137774779622,0.18431480303705666,0.004485315412134795
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Fast Moving Consumer Goods,Fast Moving Consumer Goods,62,-0.0735368334482841,-0.0011838198018616845,0.009787411958459821,-0.00036077125945010644,-0.0223678180859066,247,0.06558908133441599,0.00030252544880557576,0.009549383899962582,1.1776832244528469e-05,0.002908877564398532,0.00023802805849723954
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Financial Services,Financial Services,62,-0.07883451764226757,-0.0012487357410423297,0.012302766351081068,-0.00042568719863075193,-0.02639260631510662,247,0.2777917229478848,0.0010574895648630645,0.011390084574935035,0.0007667409483020174,0.1893850142305983,0.0009126817761460331
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Healthcare,Healthcare,62,-0.030030444949512014,-0.000399654616409336,0.013623106122571173,0.00042339392600224216,0.026250423412139012,247,-0.19397537358736916,-0.0007990844432261592,0.012130960530939091,-0.0010898330597872063,-0.26918876576743994,0.0014921455916320821
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Information Technology,Information Technology,62,0.008786563288534666,0.00021718783465292878,0.012461903602086707,0.0010402363770645067,0.06449465537799942,247,-0.12900088228784878,-0.0005036752831189514,0.010536118714535124,-0.0007944238996799987,-0.1962227032209597,0.0019257848875515824
Wide_2016-10-08_to_2017-01-08,2016-10-10,2017-01-06,2016-11-08,2016-11-09,Sector,Media,Media,62,-0.1906675987416978,-0.0031621744549077705,0.022194909983324417,-0.0023391259124961924,-0.14502580657476394,247,0.43264897346018816,0.0016281898987290226,0.01863073167177132,0.0013374412821679752,0.33034799669548987,0.003564178311553097
